fr_sum,serial_num,vp_exp_dummy,num_comp_exp,product_num,num_news,inv_num,cs_dummy,biz_dummy,master_dummy,age
3845100,1,1,4,2,13,5,0,0,0,25
0,1,0,9,0,0,0,0,1,0,25
25107724,1,0,2,3,24,2,0,0,0,25
25107724,1,0,2,3,24,1,0,0,0,25
0,1,1,7,0,1,0,1,0,0,25
0,1,0,4,0,1,0,0,1,0,25
163600000,2,1,9,0,1,0,1,0,0,25
8500000,1,1,10,3,6,0,0,0,0,25
8500000,1,0,1,3,6,0,0,0,0,25
8500000,1,0,1,3,6,0,0,0,0,25
8500000,1,0,1,3,6,0,0,0,0,25
56628771,1,0,1,1,14,0,0,0,0,25
260000,3,1,19,0,12,8,0,0,0,25
48109500,4,1,8,0,12,0,0,1,0,43
0,1,0,1,1,0,0,0,0,0,25
9000000,1,0,1,1,21,0,0,0,0,25
0,2,0,6,0,0,0,0,0,0,25
0,1,0,2,0,0,0,0,1,0,25
343470000,1,0,1,1,27,0,0,0,0,25
0,1,1,11,0,0,0,1,0,0,25
6700000,2,1,14,0,3,0,0,0,0,25
0,1,0,1,0,2,0,0,0,0,25
0,1,0,1,0,0,0,0,0,0,25
0,1,0,1,0,0,0,0,0,0,25
0,1,0,1,0,0,0,0,0,0,25
0,1,1,4,0,7,0,0,1,0,25
0,1,1,23,0,0,0,0,0,0,25
28000000,2,0,2,4,1,0,0,0,0,25
14000000,1,0,1,4,0,0,0,0,0,25
18000000,3,1,6,0,13,1,0,0,0,25
10500000,2,0,8,0,13,0,0,1,0,25
0,3,0,8,0,0,0,1,0,1,25
8650000,1,0,1,0,0,0,0,0,0,25
0,1,0,4,0,0,0,1,0,0,25
0,1,0,1,0,0,0,0,0,0,25
0,1,0,1,0,0,0,0,0,0,25
57450000,4,0,6,0,29,2,0,0,1,25
0,1,0,9,0,0,0,0,1,1,25
57450000,1,1,7,0,23,0,0,0,0,44
0,1,0,1,1,1,0,0,0,0,25
0,1,1,10,0,0,0,1,0,0,25
0,2,0,2,3,1,0,0,0,0,25
0,1,1,4,0,3,4,0,0,0,25
0,1,1,6,0,32,3,0,1,0,25
0,1,0,1,0,0,0,0,0,0,25
0,1,0,5,0,0,0,0,0,0,25
77250000,2,0,3,0,5,11,0,0,0,25
0,2,0,9,0,0,0,1,1,1,25
0,2,1,10,0,1,0,1,0,0,25
20300000,1,1,12,0,3,2,0,0,0,25
60979278,2,1,3,0,6,0,0,0,0,25
49500019,2,0,2,0,4,1,0,0,0,25
6000000,1,0,2,0,0,0,0,0,0,25
0,1,1,2,0,0,0,1,1,0,25
9600000,1,1,7,0,4,0,0,0,0,25
9450000,1,1,5,6,2,1,0,0,0,25
6100000,2,1,3,1,2,0,0,0,0,25
0,3,1,13,0,0,1,0,0,0,25
0,2,0,5,0,0,1,0,0,1,25
111000000,1,0,3,1,8,0,1,1,0,25
111000000,3,0,7,1,8,0,0,0,0,25
111000000,1,0,5,1,8,0,0,0,0,25
0,2,0,3,1,5,0,0,0,0,25
0,4,0,7,1,4,0,0,0,0,34
0,2,0,4,1,0,0,0,0,0,25
0,2,0,2,1,5,0,0,0,0,25
49000000,1,0,5,1,15,0,1,0,0,25
0,2,1,5,0,3,3,0,0,0,25
5000000,1,1,4,1,3,0,0,0,0,25
0,1,0,3,0,0,0,0,0,0,25
113000000,2,0,3,2,5,0,0,0,0,25
1000000,1,0,1,1,6,0,0,0,0,25
0,1,1,6,0,0,0,0,1,0,25
0,1,0,6,0,0,0,0,0,0,25
0,1,1,17,1,0,0,0,1,0,43
55700000,6,1,14,21,364,19,0,0,0,37
0,1,0,3,0,0,0,0,0,0,25
0,1,1,25,0,1,0,1,0,0,25
0,1,1,14,0,1,0,1,0,1,25
0,1,1,6,0,2,0,0,1,0,25
4584180,1,1,2,0,21,0,0,0,0,25
4584180,1,0,1,0,21,0,0,0,0,25
0,2,0,3,0,0,0,0,0,0,25
0,1,1,4,0,0,0,1,1,0,25
0,1,1,3,0,0,0,0,0,0,25
6300000,1,0,5,1,2,0,0,1,0,25
6300000,1,0,1,1,2,0,0,0,0,25
1000000,2,0,2,1,2,0,0,0,0,25
1000000,1,0,1,1,2,0,0,0,0,25
0,1,0,1,1,2,0,0,0,0,25
1000000,2,0,2,0,32,0,0,0,0,25
7510000,1,1,3,2,6,0,1,0,1,25
7510000,1,0,1,2,6,0,0,0,0,25
6500000,1,0,1,0,0,0,0,0,0,25
27132127,1,0,3,1,62,4,0,0,0,34
46800000,4,0,8,0,96,5,1,0,0,25
0,2,1,11,0,0,1,0,1,0,46
5675000,1,1,15,2,3,3,0,0,0,25
0,1,0,3,1,2,0,0,0,0,25
0,1,0,1,1,2,0,0,0,0,25
1100000,2,0,3,2,13,2,0,0,0,25
20300000,7,1,15,5,44,7,0,0,0,25
3200000,1,0,3,0,0,0,0,0,0,25
10000000,1,0,1,3,29,0,0,0,0,25
8392400,4,1,44,1,62,8,0,0,0,44
0,1,1,6,1,3,3,0,0,0,25
19650000,2,1,7,1,1,1,0,0,0,25
2925000,5,0,5,3,11,0,0,1,0,36
8000000,2,0,9,0,2,0,0,0,1,25
69426794,1,0,2,4,23,0,1,0,0,25
69426794,1,0,2,4,23,0,1,0,0,25
0,2,1,4,1,31,1,0,0,0,45
0,1,0,1,1,31,0,1,0,0,25
101060000,2,1,5,1,2,1,1,0,1,52
40300000,2,0,4,0,3,0,0,0,0,25
40300000,1,0,4,0,3,0,0,1,0,25
40300000,1,1,4,0,3,0,0,0,0,25
7100000,1,0,1,2,9,0,0,0,0,25
2500000,3,0,3,2,9,0,0,1,0,25
7000000,1,0,2,0,3,0,0,0,0,25
1000000,2,0,5,2,9,1,1,1,0,25
450000,1,0,1,2,3,0,0,0,0,25
450000,2,0,4,2,3,0,0,0,0,25
13323500,1,1,6,0,2,27,1,1,0,25
12740000,4,1,14,1,11,15,0,1,0,25
0,2,1,21,0,0,3,1,1,1,25
0,3,1,6,0,0,1,0,0,0,25
85000,1,1,5,0,0,1,1,0,0,39
0,1,0,3,0,1,1,1,0,0,25
50000000,4,0,8,0,21,0,0,0,0,25
12800000,1,0,1,1,18,0,0,0,0,25
12800000,1,0,1,1,18,0,0,0,0,25
12800000,1,0,2,1,18,0,0,0,0,25
0,1,0,1,1,11,0,0,0,0,25
0,1,0,10,1,11,0,0,0,0,25
0,1,1,6,1,11,1,0,0,0,25
18800000,3,1,5,2,5,0,0,0,0,25
18800000,2,0,2,2,5,0,0,0,0,25
9400000,1,0,1,2,0,0,0,0,0,25
28700000,3,1,9,0,21,2,0,1,0,35
33000000,1,0,1,1,25,0,1,0,0,25
33000000,1,0,1,1,25,1,1,0,0,25
33000000,1,0,2,1,25,0,0,0,0,25
34000000,2,1,6,8,65,10,0,1,0,35
22000000,7,1,21,6,69,29,0,0,0,25
0,1,0,3,0,0,0,0,0,0,25
2000000,1,0,1,2,11,0,0,0,0,25
2150000,2,0,2,2,11,1,0,0,0,25
2000000,1,0,1,2,11,0,0,0,0,25
34600000,1,1,2,0,12,1,0,0,0,25
34600000,1,0,1,0,12,0,0,0,0,25
30000000,1,0,2,1,36,1,0,0,0,25
3215965,1,0,2,0,0,0,0,0,0,42
17400000,2,0,4,0,11,0,0,1,0,25
30000000,1,0,3,1,36,0,1,0,0,25
30000000,1,0,1,1,36,0,1,0,0,25
0,3,0,9,0,0,0,0,1,0,25
0,3,0,6,2,5,0,0,0,0,25
482999995,1,0,2,3,12,5,1,0,0,25
0,1,0,2,0,0,0,1,0,0,25
41000000,2,0,2,1,1,0,0,0,0,25
0,3,0,7,0,0,0,0,0,0,25
0,1,1,2,2,2,0,0,0,0,25
21000000,3,1,6,1,20,0,0,0,0,25
21000000,2,0,2,1,12,0,0,0,0,25
32500000,5,1,21,2,14,2,0,0,0,42
32500000,1,0,1,2,14,0,0,0,0,25
32000000,1,0,1,1,8,0,0,0,0,25
4300000,2,1,11,0,1,2,0,0,0,25
750000,5,1,20,0,75,10,0,1,0,25
16500000,1,1,4,3,64,0,0,0,0,25
13335758,4,1,10,1,3,2,0,0,0,25
0,2,0,4,0,2,1,0,0,0,25
62700000,2,1,4,3,15,2,0,0,0,25
0,2,0,4,1,12,0,0,0,0,25
190627980,4,1,11,12,103,16,1,1,0,25
96627980,1,0,1,5,57,2,0,1,0,25
3500000,1,1,4,2,19,1,0,0,0,25
19250000,1,0,1,3,2,0,0,0,0,25
3762066,1,0,2,1,4,0,0,0,0,25
48900000,1,0,2,2,11,0,0,0,0,50
48900000,1,0,4,2,11,0,0,0,0,25
0,1,0,2,0,2,1,0,0,0,25
6457640,1,0,4,0,1,0,0,0,0,25
44000000,3,0,4,3,8,0,1,0,1,25
44000000,1,0,2,3,8,0,1,0,1,25
5700000,1,0,3,0,2,0,1,0,0,25
90000000,1,1,3,0,26,17,0,0,0,25
8600000,2,0,7,4,41,29,0,1,0,25
6000000,2,1,9,3,2,6,1,0,0,46
4000000,2,0,6,1,6,0,0,1,0,25
46300000,2,0,2,1,26,0,0,0,0,25
202699999,3,1,8,1,10,0,0,1,0,25
0,3,1,38,0,118,78,1,0,0,48
0,1,1,7,0,0,1,0,1,0,25
250000,1,0,1,1,1,0,0,0,0,25
1600000,1,0,2,1,5,0,0,0,0,25
2500000,1,0,1,1,3,0,0,0,0,25
2500000,2,0,2,1,3,0,0,0,0,25
7100000,1,0,3,1,4,0,0,0,0,25
56000000,2,0,4,0,173,2,1,0,0,25
15000000,1,0,1,4,2,0,0,0,0,25
15000000,1,0,2,4,2,0,0,0,0,25
10000000,1,0,4,1,0,0,0,0,1,25
10000000,1,0,3,1,0,0,1,0,0,25
0,1,0,6,0,0,0,0,0,0,25
0,1,0,10,0,0,0,0,0,0,25
0,2,0,9,0,0,0,0,0,0,25
10500000,2,1,19,0,1,1,0,0,0,25
0,1,1,18,0,0,7,0,1,0,25
0,3,0,7,0,0,1,0,0,0,25
12000000,1,0,1,1,0,0,0,0,0,25
12000000,1,0,1,1,0,0,0,0,0,25
0,3,0,6,0,5,0,1,0,0,41
14500000,1,1,19,2,16,3,1,0,1,25
14500000,3,0,5,2,16,1,0,0,0,25
14500000,2,0,5,2,16,1,1,0,1,25
59000000,1,0,4,0,1,11,1,0,0,25
0,1,1,7,0,0,1,1,0,0,25
3747440,9,0,10,3,1,1,0,0,0,32
12000000,5,0,8,0,48,4,0,0,0,25
9990000,1,1,16,0,2,52,0,0,0,25
277329000,3,1,28,6,78,18,0,0,0,25
20000000,2,0,5,1,161,1,1,0,1,25
5000000,1,0,3,1,160,0,1,0,1,25
5000000,1,0,2,1,160,4,1,0,0,25
32519999,2,1,5,1,20,0,1,0,1,25
116119999,3,0,5,1,23,0,0,0,0,25
27300000,1,0,1,0,2,0,0,0,0,25
27300000,1,0,1,0,2,0,0,0,0,25
0,1,0,1,0,4,0,0,0,0,41
0,1,0,1,0,4,0,0,0,0,45
0,2,0,3,4,5,0,1,1,0,25
0,1,0,2,1,3,1,0,0,0,25
157224427,6,1,9,4,139,9,0,0,0,34
0,3,0,4,0,0,0,0,0,0,25
0,3,0,11,0,0,0,0,0,0,25
10497161,2,0,3,2,0,0,0,0,0,25
3000000,1,0,2,1,2,3,0,0,0,25
3000000,1,0,1,1,2,0,0,0,0,25
0,1,0,1,3,5,0,0,0,0,25
0,1,0,1,3,5,0,0,0,0,25
71735800,2,1,6,2,14,12,0,1,0,25
9080000,1,0,3,0,0,0,0,0,0,25
9080000,1,0,4,0,0,0,0,0,0,41
0,2,1,7,0,0,0,0,0,0,25
53200000,3,1,4,2,70,0,0,0,0,25
0,2,1,4,0,0,5,0,0,0,25
0,2,1,7,0,1,0,0,0,0,25
0,1,1,11,0,2,0,0,0,0,25
0,1,1,5,0,0,4,0,0,0,25
17900000,1,0,1,1,21,0,0,0,0,25
17900000,1,0,1,1,21,0,0,0,0,25
900000,1,0,3,1,3,0,0,1,0,25
900000,1,0,1,1,3,0,0,0,0,25
900000,1,0,3,1,3,0,0,0,0,25
24100000,5,1,19,0,27,81,1,1,0,25
16000000,1,1,4,7,84,5,0,0,0,42
60000000,1,0,1,2,14,0,0,0,0,25
60000000,1,0,1,2,14,0,0,0,0,25
63750000,2,0,2,2,16,0,0,0,0,25
36320000,2,1,4,3,41,6,0,0,0,25
13891146,3,1,5,0,0,2,0,0,0,25
1900000,1,0,4,1,3,1,0,1,0,25
56351387,1,0,8,5,53,0,0,1,0,46
54150000,5,1,10,1,65,4,1,0,0,25
22100000,1,0,1,1,11,1,0,0,0,25
208500000,3,1,4,3,783,13,1,0,0,25
0,3,1,11,1,5,2,0,0,0,25
0,1,0,1,1,3,0,0,0,0,25
0,4,0,6,0,0,0,0,1,0,25
0,1,0,1,1,5,0,0,0,0,25
111949900,2,1,4,0,28,1,0,0,0,25
111949900,1,0,3,0,28,1,0,0,0,25
3000000,1,0,3,0,0,0,0,0,0,25
17807000,2,0,6,0,3,0,0,1,0,25
2550000,1,0,3,2,5,0,0,1,0,25
66816240,2,0,4,2,7,0,1,0,1,25
66816240,2,0,6,2,7,0,1,0,1,25
14000000,2,0,3,2,13,1,0,0,0,25
21550000,1,0,4,2,9,0,0,0,0,25
0,1,1,6,0,0,0,0,0,0,25
0,2,0,6,0,1,1,0,0,0,25
5250000,1,0,3,0,0,0,0,1,0,25
14000000,1,0,6,0,1,1,0,0,0,25
12000000,1,1,32,0,6,0,1,0,1,25
0,1,1,15,0,56,1,0,0,0,25
0,1,1,20,0,74,3,0,0,0,25
317300000,3,1,9,15,63,34,0,0,0,30
3500000,2,1,10,1,71,0,1,0,0,45
200537500,5,1,39,4,93,2,0,1,0,25
3400000,2,0,5,1,4,0,0,1,0,25
0,2,0,2,1,6,0,1,0,0,25
60500000,1,1,6,3,4,1,0,0,0,25
60500000,1,0,3,3,4,0,1,0,0,25
0,1,1,8,0,0,3,0,0,0,25
30600000,6,1,9,1,41,2,1,0,0,45
24000000,1,1,7,0,73,0,1,0,1,25
26280450,3,1,8,0,73,0,1,0,1,25
24000000,1,1,8,0,73,0,0,0,1,25
65000000,1,0,1,0,16,0,0,0,0,25
65000000,1,0,3,0,16,0,0,0,0,25
65000000,1,0,1,0,16,0,0,0,0,25
0,2,1,18,0,6,4,0,0,0,25
0,1,0,1,0,13,0,0,0,0,25
0,1,0,1,0,13,0,0,0,0,25
0,1,0,2,0,1,0,0,0,0,25
0,1,0,2,0,1,0,0,0,0,25
51100000,2,0,4,4,9,2,0,0,1,25
58500000,4,0,5,1,21,0,0,0,0,25
58500000,1,1,2,1,21,1,0,0,0,25
8500000,2,0,3,1,10,0,0,0,0,25
4550000,1,0,4,0,0,0,1,0,0,25
0,3,0,4,1,1,0,0,0,0,25
0,1,0,1,1,1,0,0,0,0,25
0,2,1,7,0,0,8,0,0,0,25
3500000,1,0,1,2,5,0,0,0,0,25
22000000,3,1,17,2,18,0,0,0,0,25
0,1,0,2,0,8,0,0,0,0,25
17129760,5,0,9,0,7,0,0,0,0,25
2500000,2,1,1,1,6,0,1,0,0,25
71189000,4,0,6,1,12,1,0,0,0,25
5798482,1,0,7,1,20,1,0,1,0,25
5798482,1,0,4,1,20,0,1,0,0,25
25484268,2,1,3,1,1,0,0,0,0,25
1000000,1,0,5,0,1,0,1,1,0,46
1000000,1,0,2,0,1,0,0,0,0,25
0,1,0,2,0,0,0,0,0,0,25
48500000,1,0,1,2,6,0,0,0,0,25
48500000,1,0,1,2,6,0,0,0,0,25
6400000,1,0,2,0,0,0,0,0,0,25
64000000,5,0,5,6,12,0,1,0,0,25
32000000,1,0,6,3,6,0,1,0,0,25
0,1,1,5,0,0,0,0,1,0,25
18000,1,1,4,0,0,0,0,0,0,25
0,1,0,1,1,3,0,0,0,0,25
0,1,0,1,1,3,0,0,0,0,25
748678,1,0,3,0,0,0,0,0,0,25
29912504,3,0,4,2,24,2,0,0,0,44
0,5,1,20,0,59,5,0,0,0,25
0,1,1,8,0,0,0,0,0,0,50
73288000,5,1,14,12,136,2,1,0,0,25
1400000,1,0,3,0,1,1,0,0,0,25
0,2,1,8,0,2,2,1,0,1,25
48000000,3,0,4,4,9,5,1,1,1,25
21936432,2,1,5,1,9,5,0,0,0,25
58685837,2,1,5,2,2,0,0,0,1,25
8755000,1,0,2,0,0,0,0,0,0,25
130868275,1,0,3,0,0,0,0,0,0,25
130868275,1,0,3,0,0,0,0,1,0,25
130868275,1,0,2,0,0,0,0,0,0,25
0,2,0,4,0,0,0,0,0,0,25
15500000,2,0,6,2,15,6,0,0,0,25
0,2,1,13,0,0,1,0,1,0,47
134000000,2,1,3,0,9,2,0,0,0,25
0,1,0,4,0,0,0,0,0,0,25
44500000,2,0,7,0,4,3,0,0,0,25
0,2,0,7,4,2,0,1,0,0,43
8000000,2,0,2,3,5,0,0,0,0,59
10500000,1,0,3,1,39,0,1,0,0,25
10500000,1,0,1,1,39,0,0,0,0,25
1000000,1,1,8,1,14,0,1,0,0,25
1000000,1,0,1,1,14,0,0,0,0,25
79513726,3,0,4,4,63,0,0,0,0,25
9300000,2,0,5,1,6,1,1,0,0,25
9300000,2,0,2,1,6,0,0,0,0,25
1000000000,2,1,12,7,416,19,0,0,0,25
14000000,2,0,5,2,11,0,0,1,0,25
14000000,2,0,4,2,11,0,0,0,0,25
14000000,2,0,4,2,11,0,1,1,0,39
0,1,0,2,0,4,0,0,0,0,25
0,1,1,52,0,0,17,0,0,0,46
22400000,1,0,6,1,10,0,1,0,0,25
22400000,1,0,2,1,10,0,0,0,0,25
1249990,2,0,2,1,1,0,0,0,0,25
1600000,2,0,3,0,0,0,0,0,0,25
0,1,1,2,0,0,0,0,0,0,25
33632000,1,0,1,1,2,0,0,0,0,25
4695100,1,0,3,0,10,1,0,0,0,38
6695100,3,0,4,0,10,0,0,0,0,45
25200000,2,0,4,2,9,0,0,1,0,25
0,2,0,10,1,4,0,0,1,1,25
8000000,2,1,7,52,840,14,0,0,1,50
0,4,0,6,4,12,0,1,1,1,25
0,1,0,1,1,7,0,0,0,0,25
1700000,2,0,2,1,11,0,0,0,0,25
0,1,0,2,1,1,0,0,0,0,25
7000000,1,1,3,0,1,0,0,0,0,25
8950000,1,0,1,1,1,0,0,0,0,25
8950000,1,0,1,1,1,0,0,0,0,25
1000000,1,0,2,0,2,0,0,1,0,25
6000000,4,1,12,0,19,9,0,1,0,25
1250000,1,0,3,1,3,0,0,0,0,25
1250000,1,0,1,1,3,0,0,0,0,25
0,1,0,5,1,4,0,1,1,0,25
1500000,1,0,1,1,1,0,0,0,0,25
1500000,1,0,1,1,1,0,0,0,0,25
45000000,4,0,5,2,25,1,0,0,0,32
3450673,1,1,11,0,4,0,0,0,0,25
0,1,0,1,1,7,0,0,0,0,25
0,2,1,20,0,12,5,1,1,0,25
5190128,1,0,1,2,6,0,1,0,0,25
1000000,1,0,2,0,2,0,0,0,0,25
5000000,2,0,4,3,1,0,0,0,0,25
2500000,3,1,5,1,7,0,1,1,0,25
2500000,2,1,20,1,7,0,1,0,0,42
0,1,1,11,0,7,19,1,1,1,25
0,2,0,2,1,12,4,0,0,0,45
24500000,1,0,3,0,2,0,0,0,0,25
41000000,3,1,9,1,18,3,0,1,0,25
9021221,1,0,1,1,3,0,0,0,0,25
9021221,1,0,3,1,3,0,0,0,0,25
39105997,2,1,6,0,87,31,0,0,0,25
39105997,1,0,1,0,87,0,0,0,0,25
255100000,1,0,1,2,35,0,0,0,1,25
255100000,1,0,1,2,35,1,0,0,0,25
1400000,1,1,11,0,1,1,0,1,0,25
38200000,1,0,1,1,11,1,0,0,0,25
38200000,1,0,1,1,11,12,0,1,0,25
320000002,6,1,19,0,235,33,1,0,0,43
5100000,1,0,1,1,1,0,0,0,0,25
35000000,1,0,1,1,9,0,0,0,0,25
10000000,1,0,1,1,8,0,0,0,0,25
11583166,4,0,7,5,14,0,0,0,0,41
1300000,1,1,4,0,2,0,0,0,0,25
0,3,1,15,0,0,0,0,0,0,25
10400000,2,1,8,3,5,0,0,0,0,25
0,1,1,19,0,0,0,1,1,0,25
0,1,1,33,0,0,7,0,0,0,25
0,1,0,2,9,6,0,0,0,0,25
13000000,3,0,4,10,6,0,0,0,0,25
0,1,1,5,9,6,0,0,0,0,25
15260000,1,0,4,2,3,0,1,0,1,25
15260000,1,1,6,2,3,0,1,1,1,25
920000,3,0,4,1,13,0,0,0,0,42
920000,1,0,4,1,9,0,1,0,0,46
920000,2,0,7,1,12,0,1,0,0,37
0,13,0,15,0,0,0,0,0,0,25
2400000,1,0,1,1,1,0,0,0,0,25
40000000,1,1,3,2,33,0,1,0,0,33
5000000,1,1,9,1,160,73,1,0,1,25
800000,1,0,4,0,3,0,0,0,0,25
120000000,1,0,2,0,22,2,0,0,0,25
400000,1,1,6,1,4,14,0,0,0,29
4100000,3,0,4,1,8,0,0,1,0,25
5000000,1,0,3,3,9,0,0,0,0,25
2820000,4,0,5,1,6,0,0,0,0,25
2820000,4,0,4,1,6,0,0,0,0,25
53278569,3,1,20,0,39,8,0,0,0,25
0,1,1,5,0,0,0,0,0,0,25
0,1,1,8,0,0,0,0,0,0,25
0,1,0,1,1,5,0,0,0,0,25
0,3,0,4,1,7,0,0,1,0,25
0,1,1,3,6,21,0,0,1,0,25
0,2,0,7,0,0,0,0,1,0,25
29926738,1,0,1,2,7,0,0,0,0,25
350000,1,0,5,1,2,0,0,0,1,25
0,1,1,54,0,8,18,0,0,0,48
8699999,2,0,5,1,8,0,0,0,0,25
63000000,1,0,4,0,2,0,0,0,0,25
0,1,0,1,0,18,1,0,0,0,25
0,1,0,4,0,0,0,1,0,0,25
1300000,1,0,1,2,2,0,0,0,0,25
1300000,1,0,1,2,2,0,0,0,0,25
2344638,2,0,3,8,8,0,1,1,0,31
73000000,2,1,13,2,15,3,1,0,1,25
0,1,0,3,2,8,1,1,0,0,25
0,1,0,1,2,8,0,0,0,0,25
56081364,2,0,2,1,4,0,0,1,0,25
18500000,1,1,1,0,2,2,1,0,0,25
18500000,1,0,4,0,2,0,1,0,0,25
0,1,1,18,0,0,5,0,0,0,25
2300000,2,0,2,18,241,0,0,0,0,25
2300000,1,0,1,18,235,0,0,0,0,25
11600000,1,0,1,0,0,0,0,0,0,25
11600000,1,0,1,0,0,0,0,0,0,25
11600000,1,0,1,0,0,0,0,0,0,25
16600000,2,0,2,0,1,0,0,0,0,25
556799,1,0,1,1,8,0,1,0,0,25
556799,1,0,1,1,8,0,0,0,0,25
556799,1,0,1,1,8,0,0,0,0,25
556799,1,0,1,1,8,0,0,0,0,25
0,2,0,4,3,23,2,0,0,0,50
0,1,0,2,3,16,5,0,0,0,25
0,1,0,3,0,1,0,0,0,0,25
0,1,0,1,0,1,0,0,0,0,25
5000000,2,0,4,2,5,0,1,0,0,25
5000000,1,0,1,2,5,0,0,0,0,25
0,1,0,1,0,1,0,0,0,0,38
0,3,1,14,0,1,0,0,0,0,25
0,1,0,1,0,1,0,0,0,0,25
0,1,0,1,0,1,0,0,0,0,25
0,2,0,8,1,1,0,1,0,0,25
0,2,0,2,1,1,0,0,0,0,25
3700000,4,0,4,1,5,1,1,1,0,25
1100000,2,1,7,1,2,0,0,1,0,25
0,2,1,5,0,2,1,0,0,1,25
0,1,1,12,0,0,1,0,0,0,25
4000000,1,0,1,3,40,0,0,0,0,25
5750000,3,1,32,0,2,19,0,1,0,25
3045000,1,0,4,0,2,0,0,0,0,25
3045000,2,1,4,0,5,0,0,0,0,25
0,1,0,3,0,0,0,0,0,0,25
0,1,1,13,2,19,0,0,0,0,25
0,2,1,8,0,0,2,1,0,0,25
0,1,1,3,0,7,1,1,1,0,25
7425000,4,0,17,1,24,0,1,0,0,25
7000000,1,0,9,1,20,0,1,0,1,25
7000000,1,0,2,1,20,0,0,0,0,25
0,1,0,10,0,0,0,0,1,0,46
75000000,1,1,4,0,0,1,0,0,0,25
8950000,4,0,6,1,22,0,0,0,0,30
6700000,1,0,5,1,17,0,0,0,0,25
117453980,2,0,3,1,4,0,1,0,1,25
117453980,1,1,8,1,4,0,0,0,0,25
260000,2,0,4,2,5,1,1,0,0,25
29060000,5,1,9,3,17,1,0,0,0,25
19560000,6,0,7,3,17,0,1,0,0,25
9950000,2,0,6,2,10,6,0,0,0,25
0,1,0,2,0,0,0,0,0,0,31
0,1,1,9,0,19,0,0,0,0,25
14161383,5,1,11,3,11,0,0,0,0,25
0,1,0,9,1,1,0,0,0,0,25
0,1,0,1,1,1,0,0,1,0,25
0,2,0,9,0,0,0,1,0,0,25
17200000,2,1,3,2,9,0,0,0,0,25
17200000,1,0,1,2,9,0,0,0,0,25
1000,1,0,5,0,0,0,0,0,0,25
12000000,1,0,4,1,4,1,1,0,0,25
149300000,1,0,1,0,25,3,0,0,0,25
154500000,5,0,5,0,33,0,1,1,1,25
1445300,1,1,3,2,3,0,0,0,0,27
6400000,2,0,4,2,9,0,0,0,0,25
5400000,1,0,4,2,9,0,1,0,1,25
3250000,1,0,3,0,5,0,0,1,0,25
0,3,0,5,0,0,0,0,0,0,25
302000000,3,0,6,1,11,0,0,0,0,25
23519998,1,0,6,1,5,0,0,1,0,25
23519998,1,0,4,1,5,0,0,0,0,25
23519998,1,0,2,1,5,0,0,0,0,25
251000002,4,1,9,9,18,1,1,0,0,25
48650000,6,1,14,3,23,7,0,0,0,25
0,1,0,2,0,0,0,0,0,0,25
0,1,1,9,0,26,19,1,0,1,25
0,1,0,1,2,0,2,0,0,0,25
100000,1,0,9,0,0,1,0,0,0,25
0,2,0,3,1,4,0,0,0,0,25
100000,1,0,2,0,0,0,0,0,0,25
0,1,0,6,0,0,0,1,0,0,25
0,1,0,3,0,1,1,1,0,0,25
58800000,2,1,18,1,0,0,0,1,0,25
1100000,2,0,2,1,6,0,1,0,1,25
6500000,4,1,5,5,9,3,1,0,0,25
2000000,1,0,1,5,1,0,0,0,0,25
2000000,1,1,3,5,1,0,0,0,0,25
2000000,1,0,1,5,1,0,0,0,0,25
105500000,1,0,1,1,18,0,0,0,0,25
105500000,1,0,1,1,18,0,0,0,0,25
17518226,2,0,3,1,0,0,0,1,0,25
3130473,1,0,2,2,1,0,0,0,0,25
0,2,0,2,1,0,0,0,0,0,25
0,1,0,1,1,0,0,0,0,0,25
25000000,1,0,5,3,6,0,1,0,0,25
41560000,2,1,3,3,6,0,0,1,0,25
3000000,1,0,1,1,11,1,0,0,0,25
5700000,3,0,6,2,11,0,1,0,0,25
0,3,1,20,0,1,53,0,0,0,64
11000000,3,0,8,1,22,0,0,0,0,25
100000,1,0,1,1,1,0,0,0,0,25
3837860,1,0,1,4,1,1,0,0,0,39
3837860,1,0,1,4,1,0,0,0,0,25
6000000,1,0,3,1,0,0,0,0,0,25
0,1,1,11,0,0,13,0,0,0,25
2000000,3,0,5,1,2,0,1,0,0,25
2000000,4,0,10,1,2,0,0,1,0,39
0,4,0,4,0,0,0,0,0,0,28
0,1,0,4,1,7,0,1,0,0,34
0,2,0,7,0,1,0,0,0,0,25
1200000,1,0,2,0,0,0,0,0,0,25
31200000,3,1,13,3,14,2,1,0,0,25
6500000,5,1,10,11,225,9,0,1,0,44
0,1,0,4,0,0,15,0,1,0,25
6200000,2,1,14,1,27,11,0,0,0,25
0,1,0,8,2,2,0,0,0,0,47
0,1,1,10,0,0,0,1,0,0,25
107225000,2,0,2,2,5,0,0,0,0,25
14399999,1,0,7,2,3,7,1,0,0,25
675000,1,0,5,0,0,0,1,0,0,25
5100000,2,1,5,3,15,13,1,1,0,25
1000000,3,0,8,0,1,1,1,0,0,25
12600000,1,1,7,0,5,9,1,0,0,25
1476100,4,0,4,1,1,0,0,0,0,25
1476100,1,0,3,1,1,0,0,0,0,25
0,1,0,1,5,10,0,0,0,0,25
4000000,1,0,2,1,13,0,0,1,0,25
100000000,1,0,1,1,6,0,0,0,0,25
23500238,1,1,2,1,7,0,1,0,1,25
